"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Feb 06 13:20:54 CST 2023","Mon Feb 06 13:20:54 CST 2023","378","testcases","cases_api","CasesApi","","","test_cases_api[cassesinfo0]",""
